,question,options,correct_answer,correct_option,rationale,answer
319,"13. (주)한국은 20×1년 말 결산 중 다음 항목에 대한 기말수정분개가 누락된 것을 발견하였다. 누락된 기말수정분개가 20×1년 당기순이익에 미치는 영향은? (단, 기간은 월할 계산한다) | Additional_info: ○ 20×1년 7월 1일 1년치 보험료 ￦120,000을 현금지급하고, 전액 선급보험료로 처리하였다.
○ 20×1년 1월 1일 자산으로 계상된 소모품 ￦200,000 중 12월 말 현재 보유하고 있는 소모품은 ￦100,000이다.
○ 20×1년 3월 1일 사무실 일부를 임대하고, 1년치 임대료 ￦240,000을 현금으로 수령하면서 전액 수익으로 처리하였다.","{'A': '당기순이익 증가 ￦60,000', 'B': '당기순이익 증가 ￦100,000', 'C': '당기순이익 감소 ￦60,000', 'D': '당기순이익 감소 ￦200,000'}","당기순이익 감소 ￦200,000",opt_4,"### 설명: 먼저 각 항목에 대한 누락된 수정분개와 당기순이익에 미치는 영향을 계산한 후 종합적으로 판단합니다.

1. **선급보험료 조정**: 
   - 20×1년 7월 1일에 ￦120,000이 선급보험료로 처리되었습니다. 이는 1년치 보험료를 의미하므로 월별 비용은 ￦120,000 ÷ 12 = ￦10,000입니다.
   - 7월 1일부터 12월 31일까지 6개월간 경과되었으므로, 인식해야 할 보험료 비용은 ￦10,000 × 6 = ￦60,000입니다.
   - 하지만 수정분개가 누락되었으므로, 비용이 과소 계상되어 당기순이익은 ￦60,000만큼 과대 계상되었습니다.

2. **소모품 조정**: 
   - 1월 1일에 자산으로 계상된 소모품 ￦200,000 중 12월 말 현재 남아 있는 소모품은 ￦100,000입니다.
   - 소모된 소모품 비용은 ￦200,000 - ￦100,000 = ￦100,000입니다.
   - 수정분개가 누락되었으므로, 비용이 ￦100,000만큼 과소 계상되어 당기순이익은 ￦100,000만큼 과대 계상되었습니다.

3. **임대료 수익 조정**: 
   - 20×1년 3월 1일에 1년치 임대료 ￦240,000이 전액 수익으로 처리되었습니다. 이는 1년치 수익을 포함하므로 월별 수익은 ￦240,000 ÷ 12 = ￦20,000입니다.
   - 3월 1일부터 12월 31일까지 10개월간의 임대료 수익만 인식해야 하므로, 적절한 수익은 ￦20,000 × 10 = ￦200,000입니다.
   - 수정분개가 누락되었으므로, 수익이 ￦240,000 - ￦200,000 = ￦40,000만큼 과대 계상되어 당기순이익도 ￦40,000만큼 과대 계상되었습니다.

4. **종합 분석**: 
   - 선급보험료와 소모품 조정으로 인해 당기순이익이 각각 ￦60,000과 ￦100,000만큼 과대 계상되었습니다.
   - 임대료 수익 조정으로 인해 당기순이익이 ￦40,000만큼 과대 계상되었습니다.
   - 따라서 총 당기순이익 과대 계상 금액 = ￦60,000 + ￦100,000 + ￦40,000 = ￦200,000입니다.
   - 누락된 수정분개를 반영하면 당기순이익은 ￦200,000만큼 감소합니다.

### 최종답변: opt_4",opt_4
320,"14. (주)한국은 정상개별원가계산을 적용하고 있으며, 직접노무시간을 기준으로 제조간접원가를 예정배부하고 있다. 다음 자료를 이용할 경우 당기 말 제조간접원가 과소 또는 과대 배부액은? | Additional_info: ○ 제조간접원가 예산: ￦130,000
○ 예상 직접노무시간: 10,000시간
○ 실제 제조간접원가 발생액: ￦120,000
○ 실제 직접노무시간: 9,000시간","{'A': '과소배부 ￦3,000', 'B': '과대배부 ￦3,000', 'C': '과소배부 ￦10,000', 'D': '과대배부 ￦10,000'}","과소배부 ￦3,000",opt_1,"### 설명: 
질문의 핵심은 제조간접원가의 과소 또는 과대 배부액을 계산하는 것입니다. 이를 위해 아래와 같은 절차를 따릅니다.

1. **예정배부율 계산:**
제조간접원가 예산과 예상 직접노무시간을 활용하여 예정배부율을 계산합니다.
예정배부율 = 제조간접원가 예산 ÷ 예상 직접노무시간 
= ￦130,000 ÷ 10,000시간 
= ￦13/시간

2. **배부된 제조간접원가 계산:**
실제 직접노무시간에 예정배부율을 곱하여 배부된 제조간접원가를 계산합니다.
배부된 제조간접원가 = 예정배부율 × 실제 직접노무시간 
= ￦13/시간 × 9,000시간 
= ￦117,000

3. **과소 또는 과대 배부액 계산:**
실제 발생한 제조간접원가와 배부된 제조간접원가의 차이를 구합니다.
과소 또는 과대 배부액 = 실제 발생 제조간접원가 - 배부된 제조간접원가 
= ￦120,000 - ￦117,000 
= ￦3,000 (과소배부)

따라서, 실제 제조간접원가가 배부된 금액보다 ￦3,000 더 크므로 과소배부가 발생합니다.

### 최종답변: opt_1",opt_1
321,"15. (주)한국은 휴대전화 판매를 영위하는 회사이며, 다음의 거래를 누락한 상태에서 당기순이익을 ￦40,000으로 산정하였다. 다음 거래를 추가로 반영할 경우, 포괄손익계산서상 당기순이익은? | Additional_info: ○ 미수이자수익 발생: ￦10,000
○ 선수수익의 수익실현: ￦40,000
○ 매출채권의 현금회수: ￦20,000
○ 매입채무의 현금상환: ￦7,000
○ 미지급이자비용 발생: ￦3,000","{'A': '￦50,000', 'B': '￦87,000', 'C': '￦100,000', 'D': '￦110,000'}","￦87,000",opt_2,"### 설명: 1. 문제 이해: 
당기순이익은 회사의 수익에서 비용을 차감한 금액으로, 주어진 거래들이 포괄손익계산서에 영향을 미치는지 분석해야 합니다. 거래별로 당기순이익에 미치는 영향을 평가하여 최종적으로 당기순이익을 계산하겠습니다.

2. 각 거래가 당기순이익에 미치는 영향 분석:
 - (1) 미수이자수익 발생: ￦10,000 
    이는 수익으로 인식되며, 당기순이익을 증가시킵니다.
 - (2) 선수수익의 수익실현: ￦40,000 
    이는 이미 수령한 선수수익 중 수익으로 반영되는 부분으로, 당기순이익을 증가시킵니다.
 - (3) 매출채권의 현금회수: ￦20,000 
    이는 단순히 자산(현금)의 증가 및 다른 자산(매출채권)의 감소로 회계상 거래이며, 당기순이익에 영향을 미치지 않습니다.
 - (4) 매입채무의 현금상환: ￦7,000 
    이는 단순히 부채(매입채무)의 감소 및 현금의 감소로 회계상 거래이며, 당기순이익에 영향을 미치지 않습니다.
 - (5) 미지급이자비용 발생: ￦3,000 
    이는 비용으로 인식되며, 당기순이익을 감소시킵니다.

3. 당기순이익 조정 계산:
 기존의 당기순이익: ￦40,000 
 + 미수이자수익: ￦10,000 (수익 증가)
 + 선수수익 수익실현: ￦40,000 (수익 증가)
 - 미지급이자비용: ￦3,000 (비용 증가)
 = ￦87,000 (최종 당기순이익)

4. 최종 정리: 
매출채권의 회수와 매입채무의 상환은 당기순이익에 영향을 미치지 않으며, 수익과 비용 항목만 반영해 계산한 결과 최종 당기순이익은 ￦87,000이 됩니다.",opt_2
322,18. 재무보고를 위한 개념체계에서 측정에 대한 설명으로 옳지 않은 것은?,"{'A': '자산을 취득하거나 창출할 때의 역사적 원가는 자산의 취득 또는 창출에 발생한 원가의 가치로서, 자산을 취득 또는 창출하기 위하여 지급한 대가와 거래원가를 포함한다.', 'B': '사용가치와 이행가치는 시장참여자의 가정보다는 기업 특유의 가정을 반영한다.', 'C': '공정가치는 부채를 발생시키거나 인수할 때 발생한 거래원가로 인해 감소하며, 부채의 이전 또는 결제에서 발생할 거래원가를 반영한다.', 'D': '자산의 현행원가는 측정일 현재 동등한 자산의 원가로서, 측정일에 지급할 대가와 그 날에 발생할 거래원가를 포함한다.'}","공정가치는 부채를 발생시키거나 인수할 때 발생한 거래원가로 인해 감소하며, 부채의 이전 또는 결제에서 발생할 거래원가를 반영한다.",opt_3,"### 설명: 문제는 재무보고를 위한 개념체계에서 측정과 관련된 설명 중 틀린 것을 묻고 있습니다. 각 선택지를 검토하며 분석하겠습니다.  

1. **선택지 A**: 자산의 역사적 원가에 관한 설명으로, 자산 취득 시 발생한 원가와 거래원가를 포함한다고 기술하고 있습니다. 이는 재무보고 개념체계의 정의와 일치하므로 옳은 설명입니다.  

2. **선택지 B**: 사용가치와 이행가치에 대한 설명으로, 이는 기업 특유의 가정을 반영한다는 점이 맞습니다. 공정가치와 다르게, 시장참여자의 가정보다는 기업의 내부 관점이 강조됩니다. 따라서 이 설명도 옳습니다.  

3. **선택지 C**: 공정가치에 대한 설명이 틀렸습니다. 공정가치는 시장참여자 간의 거래에서 측정되며, 부채의 발생 및 인수 시 발생한 거래원가를 포함하지 않습니다. 또한 부채의 이전 또는 결제에서 발생할 거래원가는 공정가치 계산에 포함되지 않습니다. 따라서 이 설명은 틀렸습니다.  

4. **선택지 D**: 현행원가에 대한 설명으로, 측정일 현재의 동등한 자산의 원가와 그날 발생할 거래원가를 포함한다고 기술하고 있습니다. 이는 재무보고 개념체계에 부합하는 설명이므로 옳습니다.  

따라서 선택지 C가 틀린 설명입니다.",opt_3
323,19. 자산별 회계처리에 대한 설명으로 옳지 않은 것은?,"{'A': '무형자산의 상각방법은 자산의 경제적 효익이 소비될 것으로 예상되는 형태를 반영한 방법이어야 한다. 다만 그 형태를 신뢰성 있게 결정할 수 없는 경우에는 정액법을 사용한다.', 'B': '부동산 보유자가 부동산 사용자에게 부수적인 용역을 제공하는 경우가 있다. 전체 계약에서 그러한 용역의 비중이 경미하다면 부동산 보유자는 당해 부동산을 자가사용부동산으로 분류한다.', 'C': '정기적인 종합검사과정에서 발생하는 원가가 인식기준을 충족하는 경우에는 유형자산의 일부가 대체되는 것으로 보아 해당 유형자산의 장부금액에 포함하여 인식한다.', 'D': '재고자산을 순실현가능가치로 감액한 평가손실과 모든 감모손실은 감액이나 감모가 발생한 기간에 비용으로 인식한다.'}",부동산 보유자가 부동산 사용자에게 부수적인 용역을 제공하는 경우가 있다. 전체 계약에서 그러한 용역의 비중이 경미하다면 부동산 보유자는 당해 부동산을 자가사용부동산으로 분류한다.,opt_2,"### 설명: 각 선택지를 분석하여 맞는지 여부를 확인하겠습니다.

**A. 무형자산 상각방법**: 무형자산은 기업회계기준서에 따라 경제적 효익이 소비되는 형태를 반영한 방법으로 상각해야 합니다. 만약 신뢰성 있게 형태를 결정할 수 없다면 정액법을 사용하는 것이 일반적이므로, 이 설명은 적절합니다.

**B. 부동산과 부수적인 용역 제공**: 부동산 보유자가 부수적인 용역을 제공하는 경우, 용역의 비중이 경미하다면 해당 부동산은 투자부동산으로 분류되는 것이 맞습니다. 따라서 이 설명은 틀렸습니다. 부동산 보유자가 용역을 제공하지만 비중이 경미하다면, 이를 자가사용부동산으로 분류하지 않습니다.

**C. 정기적인 종합검사 원가**: 유형자산의 정기적인 종합검사 과정에서 발생하는 원가는 기업회계기준서에 따라 자산의 일부로 대체될 수 있습니다. 따라서 이 설명은 적절합니다.

**D. 재고자산 평가손실**: 재고자산의 순실현가능가치로 감액한 평가손실 및 감모손실은 발생한 기간에 비용으로 인식하는 것이 맞습니다. 따라서 이 설명은 적절합니다.

결론적으로, 옳지 않은 선택지는 **B**입니다.",opt_2
324,"20. (주)한국은 화학재료 4,000kg을 투입해서 정제공정을 거쳐 3:2의 비율로 연산품 A와 B를 생산하며, 분리점 이전에 발생한 결합원가는 다음과 같다. | Additional_info: ○ 직접재료원가: ￦250,000
○ 직접노무원가: ￦120,000
○ 제조간접원가: ￦130,000
○ 합계: ￦500,000
○ 결합제품의 당 판매가격: 연산품 A - ￦40/kg, 연산품 B - ￦60/kg","{'A': '￦250,000', 'B': '￦350,000', 'C': '￦450,000', 'D': '￦550,000'}","￦250,000",opt_1,"### 설명: 
주어진 문제에서 결합원가를 연산품 A와 B에 배분해야 합니다. 결합원가 배분 기준은 **판매가격 비례법**을 사용합니다.

#### 1단계: 결합원가와 제품 정보 확인
- 결합원가: ￦500,000
- 연산품 A와 B의 생산 비율: 3:2
- 연산품 A 판매가격: ￦40/kg
- 연산품 B 판매가격: ￦60/kg

#### 2단계: 총 생산량 계산
생산량 비율이 3:2라면, 총 투입된 4,000kg으로부터 생산량은 다음과 같습니다:
- 연산품 A: (3/5) × 4,000kg = 2,400kg
- 연산품 B: (2/5) × 4,000kg = 1,600kg

#### 3단계: 총 판매 수익 계산
각 제품의 총 판매 수익을 계산하여 배분 기준을 설정합니다.
- 연산품 A: 2,400kg × ￦40/kg = ￦96,000
- 연산품 B: 1,600kg × ￦60/kg = ￦96,000

#### 4단계: 판매수익 비율 확인
연산품 A와 B의 총 판매수익이 동일하므로, 결합원가는 동일하게 배분됩니다.
- 연산품 A의 배분금액: ￦500,000 × (1/2) = ￦250,000
- 연산품 B의 배분금액: ￦500,000 × (1/2) = ￦250,000

#### 결론:
연산품 A에 배분된 결합원가는 ￦250,000입니다.",opt_1
325,"1. (주)한국은 20×1년 1월 1일 건물을 ￦110에 취득하였다. 건물의 잔존가치는 ￦10이며, 내용연수는 10년이고, 정액법으로 감가상각을 하기로 하였다. 해당 건물에 대한 감가상각과 관련한 설명으로 옳지 않은 것은?","{'A': '감가상각대상금액 ￦110이 내용연수 10년에 걸쳐 배분된다.', 'B': '20×1년에 인식되는 감가상각비는 ￦10이다.', 'C': '20×2년 말 해당 건물의 감가상각누계액은 ￦20으로 보고된다.', 'D': '20×3년 말 해당 건물의 장부금액은 ￦80으로 보고된다.'}",감가상각대상금액 ￦110이 내용연수 10년에 걸쳐 배분된다.,opt_1,"### 설명: 문제를 해결하기 위해 먼저 감가상각 계산의 기초를 이해해야 합니다. 정액법은 매년 동일한 금액을 감가상각비로 인식하는 방법으로, 다음과 같은 공식에 따라 계산됩니다: 감가상각비 = (취득원가 - 잔존가치) ÷ 내용연수. 

1. **감가상각대상금액 계산**: 감가상각의 대상이 되는 금액은 취득원가 ￦110에서 잔존가치 ￦10을 차감한 ￦100입니다. 따라서 감가상각대상금액은 ￦100이며, 내용연수 10년에 걸쳐 배분됩니다. (A는 옳은 설명) 

2. **1년차 감가상각비 계산**: 첫 해 감가상각비는 ￦100 ÷ 10년 = ￦10입니다. 따라서 20×1년에 인식되는 감가상각비는 ￦10입니다. (B는 옳은 설명) 

3. **2년 말 감가상각누계액 계산**: 20×2년 말까지는 2년 동안 감가상각비가 누적됩니다. 연간 감가상각비가 ￦10이므로, 2년 누계액은 ￦10 × 2 = ￦20입니다. (C는 옳은 설명) 

4. **3년 말 장부금액 계산**: 20×3년 말 기준 장부금액은 취득원가에서 감가상각누계액을 차감한 값입니다. 3년 동안의 감가상각누계액은 ￦10 × 3 = ￦30이며, 장부금액은 ￦110 - ￦30 = ￦80이 됩니다. 따라서 (D는 옳은 설명) 

그러나 A의 설명은 잘못되었습니다. 감가상각 대상 금액은 잔존가치를 제외한 ￦100이며, 이 금액이 내용연수 동안 배분됩니다.",opt_1
326,"2. 다음은 (주)한국의 20×1년도 자기주식과 관련된 거래이다. 자본 총계가 증가하는 거래만을 모두 고르면? | Additional_info: ㄱ. 자기주식 1,000주를 주당 ￦700에 취득하였다.
ㄴ. 자기주식 200주를 주당 ￦800에 재발행하였다.
ㄷ. 자기주식 300주를 소각하였다.
ㄹ. 자기주식 500주를 주당 ￦600에 재발행하였다.","{'A': 'ㄱ, ㄴ', 'B': 'ㄱ, ㄷ', 'C': 'ㄴ, ㄹ', 'D': 'ㄷ, ㄹ'}","ㄴ, ㄹ",opt_3,"### 설명: \n\n자본 총계(Equity)에 영향을 미치는 거래를 분석해 보겠습니다. 자기주식과 관련된 거래는 보통 다음과 같이 자본에 영향을 미칩니다:\n\n1. **자기주식 취득**: 자기주식을 취득하면 '자기주식' 계정이 증가하고 이는 자본의 감소를 의미합니다.\n   - 따라서, ㄱ. 자기주식 1,000주를 주당 ￦700에 취득한 거래는 자본 총계가 감소합니다.\n\n2. **자기주식 재발행**: 자기주식을 발행 가격이 취득가보다 높게 재발행하면 초과 금액은 자본잉여금으로 기록되어 자본 총계가 증가합니다.\n   - ㄴ. 200주를 주당 ￦800에 재발행한 경우, 취득가보다 높은 가격에 재발행했으므로 자본 총계는 증가합니다.\n   - ㄹ. 500주를 주당 ￦600에 재발행한 경우도 취득가보다 낮은 가격에 발행되지 않았으므로 자본 총계는 증가합니다.\n\n3. **자기주식 소각**: 자기주식을 소각하면 자본이 감소할 수 있지만, 이는 자본 총계의 감소로 이어지지 않으며, 기존의 자기주식 계정에서 상쇄됩니다.\n   - ㄷ. 자기주식 300주를 소각한 거래는 자본 총계에 영향을 미치지 않습니다.\n\n따라서 자본 총계가 증가하는 거래는 **ㄴ.와 ㄹ.**입니다.\n\n### 최종답변: ",opt_3
327,"3. (주)한국이 20×1년 초 투자목적으로 취득한 건물과 관련된 자료는 다음과 같다. (주)한국이 해당 건물에 대하여 원가모형과 공정가치모형을 각각 적용하였을 경우, 20×1년도 당기순이익에 미치는 영향을 바르게 연결한 것은? | Additional_info: ○ 취득원가: ￦50,000
○ 내용연수: 5년
○ 잔존가치: ￦0
○ 감가상각방법: 정액법
○ 20×1년 말 공정가치: ￦60,000","{'A': '￦0 / ￦0', 'B': '￦10,000 감소 / ￦20,000 증가', 'C': '￦10,000 감소 / ￦10,000 증가', 'D': '￦20,000 증가 / ￦20,000 감소'}","￦10,000 감소 / ￦10,000 증가",opt_3,"### 설명: 먼저, 원가모형과 공정가치모형을 각각 분석합니다.  

1. **원가모형**: 원가모형에서는 자산은 취득원가에서 감가상각을 차감하여 측정됩니다. 감가상각은 정액법으로 계산되며, 공식은 다음과 같습니다:  
   * 감가상각비 = (취득원가 - 잔존가치) ÷ 내용연수  
   * 감가상각비 = (￦50,000 - ￦0) ÷ 5년 = ￦10,000  
   따라서 20×1년도 당기순이익에 ￦10,000 감소의 영향을 미칩니다.  

2. **공정가치모형**: 공정가치모형에서는 자산의 공정가치 변동분이 당기손익에 반영됩니다. 20×1년 말 공정가치는 ￦60,000으로, 취득원가(￦50,000)보다 ￦10,000 증가했습니다. 따라서, 공정가치모형을 적용하면 당기순이익에 ￦10,000 증가의 영향을 미칩니다.  

3. **비교 및 선택**: 원가모형에서는 당기순이익이 ￦10,000 감소하고, 공정가치모형에서는 ￦10,000 증가합니다. 이를 바탕으로 가장 적합한 선택지는 C입니다.  ",opt_3
328,6. 유형자산에 대한 후속 원가의 예로 그 성격이 다른 것은?,"{'A': '기계장치의 생산량을 증가시킬 것으로 기대되는 부품의 부착', 'B': '내용연수를 연장시킬 것으로 기대되는 기존 부품의 교체', 'C': '기계설비의 성능을 증가시킬 것으로 기대되는 핵심 부품의 교체', 'D': '자동차의 성능을 유지시킬 것으로 기대되는 윤활유의 교체'}",자동차의 성능을 유지시킬 것으로 기대되는 윤활유의 교체,opt_4,"### 설명: 유형자산에 대한 후속 원가는 자산의 미래 경제적 효익을 증가시키거나 자산의 성능을 향상시키는 경우에만 자산으로 인식됩니다. 각 선택지를 분석해보겠습니다: A. 기계장치의 생산량을 증가시킬 것으로 기대되는 부품의 부착은 자산의 성능을 향상시키는 후속 원가입니다. B. 내용연수를 연장시킬 것으로 기대되는 기존 부품의 교체는 자산의 경제적 효익을 증가시키는 후속 원가입니다. C. 기계설비의 성능을 증가시킬 것으로 기대되는 핵심 부품의 교체도 자산의 성능을 향상시키는 후속 원가입니다. 그러나 D. 자동차의 성능을 유지시킬 것으로 기대되는 윤활유의 교체는 단순히 유지보수 비용에 해당하며, 이는 자산이 아니라 당기비용으로 처리됩니다. 따라서 D가 성격이 다른 예입니다. ### 최종답변: opt_4",opt_4
329,"7. 충당부채, 우발부채 및 우발자산에 대한 설명으로 옳은 것은?","{'A': '의무를 이행하기 위하여 경제적 효익이 있는 자원을 유출할 가능성이 희박하지 않다면, 우발부채를 재무제표에 인식한다.', 'B': '예상되는 자산 처분이 충당부채를 생기게 한 사건과 밀접하게 관련되어 있다면, 예상되는 자산 처분이익은 충당부채를 측정하는 데 고려한다.', 'C': '수익의 실현이 거의 확실하다면, 관련 자산은 우발자산이 아니므로 해당 자산을 재무제표에 인식하는 것이 타당하다.', 'D': '손실부담계약을 체결하고 있는 경우에는 관련된 현재의무를 우발부채로 인식하고 측정한다.'}","수익의 실현이 거의 확실하다면, 관련 자산은 우발자산이 아니므로 해당 자산을 재무제표에 인식하는 것이 타당하다.",opt_3,"### 설명: 

주어진 선택지에 대해 하나씩 분석하며, 충당부채, 우발부채 및 우발자산의 정의와 기준을 살펴보겠습니다.

1. **A. 의무를 이행하기 위하여 경제적 효익이 있는 자원을 유출할 가능성이 희박하지 않다면, 우발부채를 재무제표에 인식한다.**
   - 우발부채(contingent liability)는 현재 의무가 아니거나, 의무가 현재 존재하더라도 경제적 자원의 유출 가능성이 낮거나 금액을 신뢰성 있게 측정할 수 없는 경우 재무제표에 인식하지 않습니다. 단, 주석 공시는 필요할 수 있습니다. 여기서 경제적 효익의 유출 가능성이 희박하다면 주석 공시조차 필요하지 않습니다. 따라서 이 문장은 틀렸습니다.

2. **B. 예상되는 자산 처분이 충당부채를 생기게 한 사건과 밀접하게 관련되어 있다면, 예상되는 자산 처분이익은 충당부채를 측정하는 데 고려한다.**
   - 충당부채(provision)의 측정은 관련된 의무 이행에 소요되는 지출 금액을 기준으로 하며, 자산 처분이익은 충당부채의 측정에 포함되지 않습니다. 따라서 이 문장은 틀렸습니다.

3. **C. 수익의 실현이 거의 확실하다면, 관련 자산은 우발자산이 아니므로 해당 자산을 재무제표에 인식하는 것이 타당하다.**
   - 우발자산(contingent asset)은 자산의 발생 가능성이 높은 경우에도 재무제표에 인식하지 않으며, 수익의 실현이 거의 확실한 경우에만 자산으로 인식할 수 있습니다. 따라서 이 문장은 옳습니다.

4. **D. 손실부담계약을 체결하고 있는 경우에는 관련된 현재의무를 우발부채로 인식하고 측정한다.**
   - 손실부담계약(onerous contract)은 계약 이행으로 인해 경제적 손실이 발생할 경우 발생하는 현재의무로, 이는 충당부채로 인식하고 측정합니다. 우발부채로 인식하지 않으므로 이 문장은 틀렸습니다.

따라서, 정답은 **C**입니다.

### 최종답변: opt_3",opt_3
330,"8. 다음은 (주)한국의 20×1년 상품과 관련된 자료이다. (주)한국이 선입선출법을 적용할 경우, 20×1년 기말재고자산 금액은? | Additional_info: ○ 기초상품재고액: ￦5,000 (개당 취득원가 ￦500)
○ 기중 매입상품: 100개 (개당 매입가격 ￦500)
○ 매입운임: 개당 ￦50
○ 매입에누리: 개당 ￦50 할인
○ 판매상품: 50개","{'A': '￦25,000', 'B': '￦30,000', 'C': '￦35,000', 'D': '￦40,000'}","￦30,000",opt_2,"### 설명: \n1. 문제를 분석해봅시다. \n본 문제는 선입선출법(FIFO; First-In, First-Out)을 사용하여 기말재고자산의 금액을 계산하는 문제입니다. 선입선출법은 먼저 매입된 재고가 먼저 판매된다고 가정합니다. 따라서 기말재고는 가장 나중에 매입한 재고로 구성됩니다. \n\n2. 주어진 자료를 정리합니다: \n   - 기초재고: 10개 (￦500 * 10 = ￦5,000)\n   - 매입상품: 100개\n     - 매입가: ￦500\n     - 매입운임: ￦50\n     - 매입에누리: ￦50 할인\n     - 순매입단가: ￦500 + ￦50 - ￦50 = ￦500\n     - 총매입액: 100개 * ￦500 = ￦50,000\n   - 판매상품: 50개\n\n3. 총 재고량과 판매 후 남은 재고량을 계산합니다: \n   - 총 재고 개수: 기초재고 10개 + 매입재고 100개 = 110개\n   - 판매 후 남은 재고량: 총 재고 110개 - 판매량 50개 = 60개\n\n4. 기말재고를 선입선출법으로 계산합니다: \n   - 선입선출법에서는 먼저 들어온 재고가 먼저 판매되므로, 50개의 판매는 기초재고와 매입재고 일부로 충당됩니다. \n     - 기초재고 10개(￦500 * 10 = ￦5,000) 모두 판매\n     - 매입재고 40개(￦500 * 40 = ￦20,000) 판매\n   - 따라서 기말재고는 매입재고 중 60개로 구성됩니다. \n   - 기말재고 금액: 60개 * ￦500 = ￦30,000\n\n### 최종답변: ",opt_2
331,9. 현금흐름표에 관한 설명으로 옳지 않은 것은?,"{'A': '현금흐름표는 일정시점의 현금유입액과 현금유출액에 대한 정보를 제공하는 재무제표이다.', 'B': '현금흐름표상의 현금흐름은 영업활동으로 인한 현금흐름, 투자활동으로 인한 현금흐름, 재무활동으로 인한 현금흐름으로 분류된다.', 'C': '현금흐름표는 다른 재무제표와 같이 사용되는 경우 순자산의 변화, 재무구조(유동성과 지급능력 포함)를 평가하는 데 유용한 정보를 제공한다.', 'D': '역사적 현금흐름정보는 미래현금흐름의 금액, 시기 및 확실성에 대한 지표로 자주 사용된다. 또한 과거에 추정한 미래현금흐름의 정확성을 검증하는 데 유용하다.'}",현금흐름표는 일정시점의 현금유입액과 현금유출액에 대한 정보를 제공하는 재무제표이다.,opt_1,"### 설명: 현금흐름표는 일정 기간 동안의 현금 유입과 유출을 보여주는 재무제표이며, 이는 기업의 재무 상태를 평가하는 데 중요한 정보를 제공합니다. 따라서 옵션 A에서 ""일정 시점의 현금유입액과 현금유출액""이라고 표현된 부분이 틀렸습니다. 재무상태표는 ""일정 시점""을 기준으로 작성되지만, 현금흐름표는 ""일정 기간""을 기준으로 작성됩니다. 나머지 옵션들은 현금흐름표의 주요 특징 및 유용성을 정확히 설명하고 있습니다.### 최종답변: opt_1",opt_1
332,"10. 재무보고를 위한 개념체계에 정의된 (가)～ (다)에 들어갈 재무제표 요소를 바르게 연결한 것은? | Additional_info: 일반목적재무보고의 목적에서 논의된 사항:

재무성과를 반영하는 경제적자원 및 청구권의 변동

(가) 자본의 증가를 가져오는 자산의 증가나 부채의 감소로서, 자본청구권 보유자의 출자와 관련된 것은 제외

비용: 자본의 감소를 가져오는 자산의 감소나 부채의 증가로서, 자본청구권 보유자에 대한 분배와 관련된 것은 제외

청구권 (나): 과거사건의 결과로 기업의 경제적자원을 이전해야 하는 현재의무

자본: 기업의 자산에서 모든 부채를 차감한 후의 잔여지분

경제적자원 (다): 과거사건의 결과로 기업이 통제하는 현재의 경제적자원. 경제적 자원은 경제적 효익을 창출할 잠재력을 지닌 권리이다.","{'A': '자산 / 부채 / 수익', 'B': '자산 / 수익 / 부채', 'C': '수익 / 자산 / 부채', 'D': '수익 / 부채 / 자산'}",수익 / 부채 / 자산,opt_4,"### 설명: 문제는 재무보고를 위한 개념체계에서 정의된 재무제표 요소를 묻고 있으며, 각 문장의 설명에 적합한 요소를 고르는 것입니다. 각 요소의 정의를 하나씩 분석해 보겠습니다.\n\n1. (가): \""자본의 증가를 가져오는 자산의 증가나 부채의 감소로서, 자본청구권 보유자의 출자와 관련된 것은 제외\""라는 정의는 명확히 \""수익\""을 나타냅니다. 수익은 자산 증가나 부채 감소를 통해 자본을 증가시키는 요소입니다.\n\n2. (나): \""과거사건의 결과로 기업의 경제적자원을 이전해야 하는 현재의무\""라는 정의는 \""부채\""를 나타냅니다. 이는 기업이 일정한 경제적 자원을 이전해야 할 의무를 가지는 상황을 설명합니다.\n\n3. (다): \""과거사건의 결과로 기업이 통제하는 현재의 경제적자원\""이라는 정의는 \""자산\""을 나타냅니다. 자산은 기업이 통제하고 있으며 경제적 효익을 창출할 잠재력을 가진 자원입니다.\n\n따라서, 올바른 연결은 \""수익 / 부채 / 자산\""입니다.\n\n### 최종답변: opt_4",opt_4
